happy joy love / sad,empathy / apathy,hope / despair,agree / disagree,compliment praise / criticize,calm / concern fear anxiety,comfort / pain discomfort,surprise awe / ,satisfaction / , / frustration anger, / annoyance
34.9471798193,33.601463569,10.9869403722,0.732383224537,49.7318098212,-30.3995561507,-10.4909832438,33.724432681,17.2747905984,-33.1582210875,7.95103117576
34.1350456864,32.8218767513,10.7324498013,0.713948130611,48.572521236,-29.6912390034,-10.2431510458,32.9436627899,16.8732501649,-32.3873617802,7.77035423358
32.4755507192,31.2440322417,10.2132014112,0.672454703101,46.2512019812,-28.269431271,-9.75549017696,31.3450950475,16.0586845515,-30.8259868319,7.39449306915
31.5299900899,30.3188665472,9.89603938775,0.653793307402,44.8644827565,-27.4544113834,-9.48357787402,30.4351124265,15.5907792475,-29.9301695959,7.15627066734
36.4021746477,35.0480065789,11.4613307508,0.743369116549,51.9074236187,-31.7097592232,-11.0023271315,35.1444160629,18.0123861296,-34.5703970643,8.29864070382
34.246198652,32.9694014639,10.7636489134,0.697977795429,48.8113037361,-29.8656294875,-10.3848657694,33.0825728842,16.950461195,-32.5442207386,7.78908083532
36.0172939476,34.7259328459,11.4122522335,0.729443340931,51.4704788523,-31.3474788829,-10.8298950947,34.7832670723,17.8231587601,-34.2041898852,8.28135928848
38.6508979058,37.3178709577,12.2853964811,0.77315778846,55.3467445823,-33.6822093789,-11.6839106849,37.359358276,19.1380009459,-36.738851165,8.93576398088
43.5351042189,42.1043733749,13.9476971242,0.872237213378,62.5342569911,-37.8659267338,-13.0253488648,42.0602881963,21.5534463128,-41.3536448491,10.1988577849
42.0976114906,40.7292214073,13.4771622029,0.842990739492,60.4949502273,-36.633114818,-12.6158966832,40.6793567821,20.8493191454,-40.0033646993,9.85408755571
43.5586915907,42.1362606607,13.9298821397,0.88406689668,62.5513755936,-37.9136238091,-13.0455054434,42.0840522878,21.567867299,-41.3799789963,10.1964985087
44.2760251986,42.8967164945,14.1602761668,0.885734847662,63.673217094,-38.6048769813,-13.3744217808,42.8036730744,21.941713266,-42.1129402321,10.3789070549
44.7252465824,43.3299584234,14.292507999,0.893334428181,64.3183689429,-39.0054187408,-13.5217929461,43.2407010978,22.1639674098,-42.5476332792,10.4817745191
46.7570926593,45.2631832291,14.9161264676,0.937732029782,67.1613282554,-40.7931511773,-14.1437679985,45.1952759799,23.1659096381,-44.4749289567,10.9275023823
48.7851489978,47.229027882,15.5707180719,0.977593733657,70.0877496577,-42.545193865,-14.7092997935,47.1451365517,24.1687147793,-46.3888047872,11.4075189007
51.529105017,49.8487669486,16.3905555056,1.04329058142,73.9216524493,-45.0069908905,-15.5864713828,49.816728436,25.5338071476,-49.0299375933,11.9811795465
52.7056967261,51.0148692988,16.805511862,1.06230251793,75.6826365877,-46.0066853134,-15.9121135353,50.9485441428,26.1193895644,-50.1446566861,12.2985157425
57.0357386039,55.0712791128,18.0606853946,1.16904319863,81.5858488549,-49.7872466816,-17.2995833696,55.1054795709,28.2571174059,-54.2449225384,13.1708518409
55.6940418502,53.7536111254,17.6021733755,1.14321005954,79.5848088705,-48.6792603193,-16.9608516514,53.832069032,27.599657788,-53.0065182107,12.8224972725
54.3817041571,52.518349385,17.2591068249,1.11717046201,77.8080465363,-47.5114477054,-16.51363428,52.5725211725,26.9499525396,-51.7587676157,12.58283423
52.7099409628,50.9033116478,16.7411381626,1.07732222836,75.4212098486,-46.026889095,-15.9940372227,50.9490133216,26.1225666695,-50.1547323925,12.1933762616
51.0829293192,49.3210528057,16.220632616,1.04560628446,73.0571963961,-44.6117205903,-15.5244961156,49.3732049949,25.3168234438,-48.6078748232,11.8152804531
52.7966769412,50.9514182792,16.754796582,1.07516600191,75.4546766335,-46.094114727,-16.0280427201,51.014335628,26.1563070296,-50.2208742752,12.2021556494
56.6907558688,54.6380704607,17.8664991365,1.16421950687,80.8027623166,-49.6204793539,-17.3380267134,54.8119171121,28.0973692772,-54.002099818,12.9707470654
58.9955086572,56.8554223764,18.6119945607,1.20448980907,84.0837913112,-51.6074715,-18.0065150337,57.0256457104,29.2358088961,-56.1846309711,13.51404902
