happy joy love / sad,empathy / apathy,hope / despair,agree / disagree,compliment praise / criticize,calm / concern fear anxiety,comfort / pain discomfort,surprise awe / ,satisfaction / , / frustration anger, / annoyance
31.9031920703,30.7142014068,10.1121613007,0.694037951188,45.4396042678,-27.8066676651,-9.55481778963,30.8241954938,15.7590869431,-30.2923167504,7.39406415188
31.9031920703,30.7142014068,10.1121613007,0.694037951188,45.4396042678,-27.8066676651,-9.55481778963,30.8241954938,15.7590869431,-30.2923167504,7.39406415188
31.9031920703,30.7142014068,10.1121613007,0.694037951188,45.4396042678,-27.8066676651,-9.55481778963,30.8241954938,15.7590869431,-30.2923167504,7.39406415188
29.4115350574,28.2719851382,9.31121086553,0.647401065631,41.7924263781,-25.6031815957,-8.75149531836,28.400781843,14.5202762036,-27.9048576269,6.79771205239
30.8475522281,29.639012052,9.70027393513,0.679612290376,43.7657112577,-26.9197109707,-9.30535925601,29.8180598524,15.2403466768,-29.3106030184,7.05753525346
29.8831265695,28.6931923034,9.37073038436,0.658343531142,42.3475859864,-26.0900509392,-9.03908965195,28.885590994,14.7651856089,-28.3996959085,6.80355337919
30.1218941162,28.9169703177,9.4439407788,0.6656695995,42.6740100758,-26.299007027,-9.11325143432,29.1115810863,14.8817167554,-28.6225508715,6.85508959304
28.3317480126,27.1699463767,8.83866832821,0.631323574598,40.0605172473,-24.7650533044,-8.62912841142,27.3866559972,13.9989421629,-26.9363220527,6.40382499467
27.5443757108,26.3977045786,8.56508467542,0.617235155563,38.8993093102,-24.0993762771,-8.4188617371,26.631715295,13.6088216388,-26.1955597327,6.20015791948
28.299423286,27.1358398477,8.81683282774,0.632780148519,40.0041591173,-24.7463210547,-8.63347663298,27.3596492417,13.9830993365,-26.9083231059,6.38810053631
22.2373825677,21.343215638,6.94925088102,0.501328645404,31.4682685629,-19.454736297,-6.80351841961,21.5052960327,10.9967497255,-21.165942534,5.04451414255
15.866463665,15.2881502723,5.00514859681,0.349862407034,22.5533226062,-13.9215543333,-4.86184269164,15.3767600834,7.85228511395,-15.1356147894,3.6467384863
16.6848037631,16.0823178191,5.28052687176,0.369832596568,23.7335689457,-14.6252764842,-5.08734024312,16.1627606892,8.25667823595,-15.9048691918,3.85126668087
14.2198507336,13.7283447282,4.49901570256,0.305523121524,20.2678467917,-12.4828530654,-4.3442069546,13.7877675943,7.0418713288,-13.5747824513,3.28189059998
13.3242175868,12.8913983635,4.26247240154,0.28120804156,19.0810105186,-11.6571418525,-4.02518090565,12.9081052223,6.59393585001,-12.69907025,3.13094690013
11.2397217167,10.8388095063,3.54146144272,0.241882939138,15.9942517358,-9.87114226463,-3.45402042987,10.8983912386,5.56242147815,-10.7251356069,2.58364514933
10.4014603104,10.061688192,3.3276063377,0.21513952227,14.8954897149,-9.07181586271,-3.12781745432,10.05863857,5.14325750922,-9.88707315498,2.44826184254
10.1524131945,9.81006785166,3.22929581978,0.213621091514,14.5179128636,-8.85556216455,-3.06187267852,9.81663884201,5.01885285374,-9.64637571723,2.37131362325
